row_id,order_id,created_at,item_id,quantity,cust_id,delivery,add_id
166,141,10/08/2022 21:20,it_026,1,33,0,33
167,141,10/08/2022 21:20,it_025,1,33,0,33
168,141,10/08/2022 21:20,it_006,1,33,0,33
169,141,10/08/2022 21:20,it_009,1,33,0,33
170,141,10/08/2022 21:20,it_008,1,33,0,33
171,142,10/08/2022 22:02,it_001,3,34,1,34
172,142,10/08/2022 22:02,it_019,3,34,1,34
173,142,10/08/2022 22:02,it_023,3,34,1,34
174,142,10/08/2022 22:02,it_033,3,34,1,34
175,143,10/08/2022 19:02,it_001,1,35,0,35
176,143,10/08/2022 19:02,it_003,1,35,0,35
177,143,10/08/2022 19:02,it_019,1,35,0,35
178,143,10/08/2022 19:02,it_026,1,35,0,35
179,144,10/08/2022 19:44,it_004,1,36,1,36
180,144,10/08/2022 19:44,it_007,1,36,1,36
181,144,10/08/2022 19:44,it_027,1,36,1,36
182,144,10/08/2022 19:44,it_021,1,36,1,36
183,144,10/08/2022 19:44,it_032,1,36,1,36
184,144,10/08/2022 19:44,it_028,1,36,1,36
185,145,10/08/2022 20:04,it_004,1,37,1,37
186,145,10/08/2022 20:04,it_013,2,37,1,37
187,145,10/08/2022 20:04,it_006,1,37,1,37
188,145,10/08/2022 20:04,it_018,3,37,1,37
189,145,10/08/2022 20:04,it_020,2,37,1,37
190,145,10/08/2022 20:04,it_027,2,37,1,37
191,145,10/08/2022 20:04,it_041,1,37,1,37
192,146,10/08/2022 20:34,it_005,1,38,1,38
193,146,10/08/2022 20:34,it_007,1,38,1,38
194,146,10/08/2022 20:34,it_004,1,38,1,38
195,146,10/08/2022 20:34,it_026,2,38,1,38
196,146,10/08/2022 20:34,it_034,1,38,1,38
197,146,10/08/2022 20:34,it_030,1,38,1,38
198,147,10/08/2022 13:24,it_039,1,39,1,39
199,147,10/08/2022 13:24,it_025,2,39,1,39
200,147,10/08/2022 13:24,it_009,2,39,1,39
201,148,10/08/2022 19:44,it_004,2,40,1,40
202,148,10/08/2022 19:44,it_001,1,40,1,40
203,148,10/08/2022 19:44,it_003,3,40,1,40
204,149,10/08/2022 21:02,it_012,1,41,0,41
205,149,10/08/2022 21:02,it_004,1,41,0,41
206,149,10/08/2022 21:02,it_020,1,41,0,41
207,149,10/08/2022 21:02,it_017,1,41,0,41
208,149,10/08/2022 21:02,it_026,1,41,0,41
209,149,10/08/2022 21:02,it_025,1,41,0,41
210,149,10/08/2022 21:02,it_039,1,41,0,41
211,150,10/08/2022 22:29,it_003,2,42,1,42
212,150,10/08/2022 22:29,it_005,1,42,1,42
213,150,10/08/2022 22:29,it_017,2,42,1,42
214,150,10/08/2022 22:29,it_020,1,42,1,42
215,150,10/08/2022 22:29,it_025,1,42,1,42
216,150,10/08/2022 22:29,it_022,1,42,1,42
217,150,10/08/2022 22:29,it_041,1,42,1,42
218,151,10/08/2022 13:38,it_025,4,43,0,43
219,151,10/08/2022 13:38,it_018,2,43,0,43
220,151,10/08/2022 13:38,it_004,1,43,0,43
221,151,10/08/2022 13:38,it_001,1,43,0,43
222,151,10/08/2022 13:38,it_007,1,43,0,43
223,151,10/08/2022 13:38,it_011,2,43,0,43
224,151,10/08/2022 13:38,it_010,3,43,0,43
225,151,10/08/2022 13:38,it_013,1,43,0,43
226,151,10/08/2022 13:38,it_019,2,43,0,43
227,151,10/08/2022 13:38,it_028,3,43,0,43
228,151,10/08/2022 13:38,it_033,3,43,1,43
229,152,10/08/2022 13:04,it_003,1,44,1,44
230,152,10/08/2022 13:04,it_007,1,44,1,44
231,152,10/08/2022 13:04,it_019,1,44,1,44
232,152,10/08/2022 13:04,it_025,1,44,1,44
233,152,10/08/2022 13:04,it_032,1,44,1,44
234,152,10/08/2022 13:04,it_029,1,44,1,44
235,153,10/08/2022 13:43,it_002,1,45,1,45
236,153,10/08/2022 13:43,it_016,1,45,1,45
237,153,10/08/2022 13:43,it_020,1,45,1,45
238,153,10/08/2022 13:43,it_021,1,45,1,45
239,153,10/08/2022 13:43,it_029,1,45,1,45
240,153,10/08/2022 13:43,it_037,1,45,1,45
241,154,10/08/2022 22:13,it_001,1,46,1,46
242,154,10/08/2022 22:13,it_009,1,46,1,46
243,155,10/08/2022 21:43,it_012,1,47,1,47
244,155,10/08/2022 21:43,it_019,1,47,1,47
245,155,10/08/2022 21:43,it_020,2,47,1,47
246,155,10/08/2022 21:43,it_037,1,47,1,47
247,156,10/08/2022 22:29,it_008,20,48,1,48
248,156,10/08/2022 22:29,it_002,1,48,1,48
249,156,10/08/2022 22:29,it_003,8,48,1,48
250,156,10/08/2022 22:29,it_007,5,48,1,48
251,156,10/08/2022 22:29,it_010,1,48,1,48
252,156,10/08/2022 22:29,it_013,1,48,1,48
253,157,10/08/2022 22:47,it_008,1,49,1,49
254,157,10/08/2022 22:47,it_009,1,49,1,49
255,157,10/08/2022 22:47,it_020,2,49,1,49
256,157,10/08/2022 22:47,it_026,1,49,1,49
257,157,10/08/2022 22:47,it_024,1,49,1,49
258,157,10/08/2022 22:47,it_023,2,49,1,49
259,158,10/08/2022 12:06,it_011,1,50,1,50
260,158,10/08/2022 12:06,it_016,1,50,1,50
261,158,10/08/2022 12:06,it_020,1,50,1,50
262,158,10/08/2022 12:06,it_025,2,50,1,50
263,159,10/08/2022 13:40,it_002,1,51,1,51
264,159,10/08/2022 13:40,it_008,1,51,1,51
265,159,10/08/2022 13:40,it_012,2,51,1,51
266,159,10/08/2022 13:40,it_016,2,51,0,51
267,159,10/08/2022 13:40,it_006,1,51,0,51
268,159,10/08/2022 13:40,it_017,2,51,0,51
269,159,10/08/2022 13:40,it_018,2,51,0,51
270,159,10/08/2022 13:40,it_019,2,51,0,51
271,159,10/08/2022 13:40,it_020,2,51,0,51
272,159,10/08/2022 13:40,it_022,1,51,0,51
273,159,10/08/2022 13:40,it_024,1,51,0,51
274,159,10/08/2022 13:40,it_023,1,51,0,51
275,159,10/08/2022 13:40,it_021,1,51,0,51
276,159,10/08/2022 13:40,it_025,5,51,0,51
277,159,10/08/2022 13:40,it_026,5,51,1,51
278,159,10/08/2022 13:40,it_027,1,51,1,51
279,159,10/08/2022 13:40,it_037,1,51,1,51
280,160,10/08/2022 20:15,it_004,2,52,1,52
281,160,10/08/2022 20:15,it_011,1,52,1,52
282,160,10/08/2022 20:15,it_006,4,52,1,52
283,160,10/08/2022 20:15,it_020,1,52,1,52
284,160,10/08/2022 20:15,it_019,1,52,1,52
285,160,10/08/2022 20:15,it_018,1,52,1,52
286,160,10/08/2022 20:15,it_017,1,52,1,52
287,160,10/08/2022 20:15,it_021,3,52,1,52
288,160,10/08/2022 20:15,it_025,1,52,1,52
289,160,10/08/2022 20:15,it_041,3,52,1,52
290,160,10/08/2022 20:15,it_036,1,52,1,52
291,160,10/08/2022 20:15,it_033,1,52,1,52
292,161,10/08/2022 21:42,it_007,10,53,1,53
293,162,10/08/2022 12:51,it_006,1,54,1,54
294,162,10/08/2022 12:51,it_008,1,54,1,54
295,162,10/08/2022 12:51,it_017,1,54,1,54
296,163,10/08/2022 13:00,it_006,1,55,1,55
297,163,10/08/2022 13:00,it_002,1,55,1,55
298,163,10/08/2022 13:00,it_017,1,55,1,55
299,164,10/08/2022 21:01,it_002,1,56,1,56
300,164,10/08/2022 21:01,it_004,1,56,1,56
301,164,10/08/2022 21:01,it_012,1,56,1,56
302,164,10/08/2022 21:01,it_019,2,56,1,56
303,164,10/08/2022 21:01,it_020,2,56,1,56
304,164,10/08/2022 21:01,it_026,1,56,1,56
305,164,10/08/2022 21:01,it_029,2,56,1,56
306,165,10/08/2022 19:19,it_017,2,57,0,57
307,165,10/08/2022 19:19,it_004,1,57,0,57
308,165,10/08/2022 19:19,it_002,1,57,0,57
309,165,10/08/2022 19:19,it_026,1,57,0,57
310,165,10/08/2022 19:19,it_031,1,57,0,57
311,166,10/08/2022 14:22,it_007,1,58,1,58
312,166,10/08/2022 14:22,it_019,1,58,1,58
313,166,10/08/2022 14:22,it_025,1,58,1,58
314,166,10/08/2022 14:22,it_029,1,58,1,58
